id	name	uKIN	RWR
ENSP00000358698	WNT2B	1.2819836288329914e-05	6.679773507967424e-05
ENSP00000358703	RIPPLY2	4.118409870827149e-06	1.1239136485551154e-06
ENSP00000358716	DDX20	2.40371335646977e-06	1.3036642469480857e-05
ENSP00000358719	ME1	3.7685893622546846e-06	2.9026953842223274e-05
ENSP00000358723	RAP1A	2.070810829431576e-06	5.872531065039736e-05
ENSP00000358727	GSTO1	4.143371847767589e-06	3.570190992067022e-06
ENSP00000358730	TMIGD3	2.285468470877047e-06	1.550304434523652e-05
ENSP00000358737	ATP5PB	2.951655632216979e-06	1.692744335752e-05
ENSP00000358742	SFR1	1.131203008625226e-05	1.8119029593154133e-05
ENSP00000358747	OVGP1	2.86535899355668e-06	3.9509330116199207e-07
ENSP00000358755	CHIA	1.4332000754323403e-06	2.1731360092226285e-07
ENSP00000358762	UBE3D	1.9713723483175556e-06	1.2478376100134185e-05
ENSP00000358765	TPBG	2.369529221105516e-06	1.3611606307729543e-07
ENSP00000358770	SLK	2.704644990127651e-06	5.817199103459877e-06
ENSP00000358777	ATP6AP1	2.025242929038423e-06	5.052296356057197e-06
ENSP00000358783	NPBWR2	2.282428582103168e-06	1.5505215607233718e-05
ENSP00000358784	KCNA3	2.221462238165655e-06	9.254078238745576e-07
ENSP00000358786	KCNA10	2.9548568392804802e-06	7.708434056977694e-07
ENSP00000358794	SLC16A4	1.7860224644919695e-06	8.915635069118519e-08
ENSP00000358795	NEURL1	5.25001464248763e-06	1.2833377572257831e-05
ENSP00000358799	RBM15	0.00029631527061732825	0.0016955603903821763
ENSP00000358802	KCNC4	1.3676692845684791e-05	1.7483083713767467e-05
ENSP00000358810	STRIP1	7.20122857955194e-06	3.168620530675122e-05
ENSP00000358812	PDCD11	2.6366048563971828e-06	4.105350009945294e-06
ENSP00000358813	TTK	2.434076024943901e-06	6.366461642399117e-06
ENSP00000358814	AHCYL1	1.864564665420614e-05	0.00013614129875632434
ENSP00000358815	NEURL1B	5.25001464248763e-06	1.2833377572257831e-05
ENSP00000358824	DNASE1L1	2.079860001404365e-06	1.078239387096825e-05
ENSP00000358831	ELOVL4	3.360555186058059e-06	5.185713339604696e-07
ENSP00000358840	ATP5MK	2.2506430222347498e-06	1.343036486759835e-06
ENSP00000358851	GSTM4	4.260197109978499e-06	4.776957997715042e-06
ENSP00000358854	TAF5	2.6917456296789713e-06	2.916413634835293e-05
ENSP00000358857	EMD	1.4950736614935268e-05	7.304540307616907e-05
ENSP00000358862	PCGF6	6.812412680114771e-06	0.00010884671767350207
ENSP00000358865	INA	1.9249978896583594e-06	3.0845182672982825e-07
ENSP00000358866	FLNA	4.2384821108087176e-05	0.0013690698063785229
ENSP00000358867	GNAI3	2.1783295582943035e-06	4.740052144496305e-05
ENSP00000358894	CNNM2	1.3633732923253153e-06	3.9482119388769156e-07
ENSP00000358903	CYP17A1	3.921721856950012e-06	2.1129802268848483e-06
ENSP00000358909	SFXN2	2.8890364711618752e-06	5.902523905375162e-07
ENSP00000358918	SUFU	2.718710380048922e-05	0.0013530316247011137
ENSP00000358921	ACTR1A	2.8915144092036664e-06	4.450438732747103e-05
ENSP00000358925	PSRC1	9.799310658024727e-07	1.3433723823433685e-08
ENSP00000358931	TKTL1	2.0850157223148926e-06	2.639215931416538e-06
ENSP00000358953	CUEDC2	1.5247073100016191e-06	3.354121443423102e-07
ENSP00000358956	IRAK1BP1	1.841044332911503e-06	3.5069824247559435e-07
ENSP00000358963	HTR1B	2.2812623557604556e-06	1.5539661034013004e-05
ENSP00000358967	OPN1LW	1.9250777472213406e-06	7.079440657969195e-07
ENSP00000358983	NFKB2	1.8628565055548645e-05	0.0009904508437547316
ENSP00000358994	MYO6	2.0666816867755856e-06	1.4924509712610015e-05
ENSP00000358997	IRAK1	3.68035771626997e-06	5.098939905566514e-05
ENSP00000359000	GBF1	2.6552097555778e-06	1.89495438818538e-05
ENSP00000359013	TNFRSF6B	2.3065089233619996e-06	1.0018536042176006e-06
ENSP00000359019	PITX3	2.2500198189721666e-06	5.988948497806477e-07
ENSP00000359022	ELOVL3	3.360555186058059e-06	5.185713339604696e-07
ENSP00000359025	STXBP3	6.6570323975804e-06	3.5426744064518525e-05
ENSP00000359042	PRPF38B	3.1188188332031373e-06	9.051674644172223e-07
ENSP00000359045	ARHGAP4	4.117258901950477e-06	9.820245915501921e-06
ENSP00000359049	HENMT1	5.011304136030187e-06	3.3832680655376503e-06
ENSP00000359073	VAV3	3.435823333189775e-06	5.56685005955741e-05
ENSP00000359077	L1CAM	9.269603964815308e-06	0.00013846008601601297
ENSP00000359085	NTNG1	1.3139084269445232e-06	4.038717146301737e-07
ENSP00000359095	PRMT6	2.3911341756158152e-06	2.5259748496198202e-05
ENSP00000359096	AMY1C	5.789115648740452e-07	3.575961895705429e-08
ENSP00000359098	COX7A2	5.779431349457867e-06	2.483792578738061e-06
ENSP00000359100	AMY1A	1.1600650725995893e-06	7.23612557388764e-07
ENSP00000359114	COL11A1	8.882344299084003e-06	3.6970957253068655e-05
ENSP00000359119	SRPK3	2.1651406787637258e-06	1.5778477208903015e-07
ENSP00000359127	DPH5	5.199452085956109e-06	4.708487975939331e-06
ENSP00000359128	NPM3	1.2686348445350883e-05	1.0037920479957932e-05
ENSP00000359132	EXTL2	6.17617625283432e-07	8.488030844835195e-08
ENSP00000359149	FBXW4	1.9060708675282434e-06	1.2865234917668808e-05
ENSP00000359151	DBT	5.504403996368125e-06	2.5315282335961906e-05
ENSP00000359170	DPCD	1.8952315935534486e-06	3.1656212639340975e-07
ENSP00000359181	POLL	4.980604841715408e-05	0.00018372919200721356
ENSP00000359204	PLPPR4	1.8527237628531158e-06	9.183118181347e-07
ENSP00000359206	BTRC	1.8411237299337925e-06	3.628899156735323e-05
ENSP00000359211	DPYD	6.182132440980002e-06	3.3809905808994525e-06
ENSP00000359215	TLX1	0.0009369019370519034	0.0013648830141744367
ENSP00000359216	PTBP2	3.832754141447817e-06	2.1786349821241928e-05
ENSP00000359221	RWDD3	4.2040850557763106e-06	2.778730673687266e-06
ENSP00000359224	ALG14	5.409679890168632e-07	3.170406831368326e-08
ENSP00000359230	HAUS7	3.778651610741521e-06	3.4331632898685636e-05
ENSP00000359233	ABCD3	1.417234698314484e-06	5.680573818956723e-07
ENSP00000359245	ABCA4	1.1202108498738572e-06	8.144391683344492e-08
ENSP00000359258	GCLM	3.951215370495821e-06	3.50170076240855e-06
ENSP00000359264	BCAR3	1.4606849600223955e-06	3.7832827000809964e-07
ENSP00000359285	CHRNA4	2.314165081570717e-06	3.254254477122785e-06
ENSP00000359292	SLF2	3.2965417633518246e-06	2.9170563597120614e-06
ENSP00000359295	DR1	4.116929553694344e-06	1.33379496692773e-05
ENSP00000359297	NSDHL	1.6713668652079923e-06	7.32120715371598e-08
ENSP00000359300	CETN2	5.242296333226017e-06	0.0004321703673854956
ENSP00000359305	TMED5	9.033307149821686e-06	1.313230128569322e-05
ENSP00000359319	PAX2	9.214420543177598e-05	0.00011388230059546576
ENSP00000359321	MTF2	2.990256020771693e-06	1.778216308328991e-05
ENSP00000359337	GABRA3	2.5281435748267006e-05	5.676899782417794e-05
ENSP00000359339	CGAS	1.3396860078357126e-06	3.1099992397376036e-07
ENSP00000359345	RPL5	1.745264591004055e-05	0.0017426624313358408
ENSP00000359353	GABRE	2.9990913558750393e-05	5.07761871145772e-05
ENSP00000359356	EVI5	1.4927647560105313e-06	3.065406264685441e-07
ENSP00000359357	GFI1	4.728564106376399e-06	1.3303809920332884e-05
ENSP00000359370	SEC31B	2.539508072820912e-06	8.761976008203054e-06
ENSP00000359380	SCD	1.7244611451479355e-06	5.768212013752454e-07
ENSP00000359382	PASD1	2.6220699950475338e-06	7.223720701782345e-06
ENSP00000359385	GLMN	2.0115909573193726e-06	1.6764184187058415e-05
ENSP00000359393	HMGB3	1.997288163697488e-06	4.2197930450787337e-07
ENSP00000359398	BLOC1S2	1.9732123079245664e-06	3.1646608522774137e-06
ENSP00000359417	MTMR1	1.5534581748611608e-06	6.593299090880691e-07
ENSP00000359423	MTM1	1.7965207432462437e-06	6.220350886960428e-06
ENSP00000359424	CHUK	3.581195540998585e-06	8.811473155600893e-05
ENSP00000359446	CPN1	1.4268761310142219e-06	7.472881368516566e-08
ENSP00000359478		1.5183750244722503e-06	7.507424336881085e-07
ENSP00000359483	LRRC8C	2.3490403197262756e-07	1.014340631064743e-08
ENSP00000359484	SMAP1	1.604577666926623e-06	2.6228642890818096e-07
ENSP00000359485	GBP6	3.221986139730632e-06	2.255867198393859e-05
ENSP00000359488	GBP5	3.1519979137617867e-06	2.3001626633073243e-05
ENSP00000359490	GBP4	3.221986139730632e-06	2.255867198393859e-05
ENSP00000359497	GBP2	3.033887967163045e-06	2.5825612862186958e-05
ENSP00000359504	GBP1	3.217807553707272e-06	2.3227878058716607e-05
ENSP00000359505	SDHAF4	5.0832446039022636e-05	6.426414186854643e-05
ENSP00000359506	FMR1	6.099457088625052e-06	4.332967795526247e-05
ENSP00000359512	GBP3	3.218804287803596e-06	2.299287816578627e-05
ENSP00000359518	MRGBP	1.596652559141624e-05	0.00013210472154770537
ENSP00000359521	SLITRK2	0.00010953563821910718	4.777784885142294e-05
ENSP00000359531	GTF2B	2.5601593617790454e-06	4.3054549118873607e-05
ENSP00000359532	NTSR1	2.068142853177566e-06	1.323673485044818e-05
ENSP00000359534	SPANXN3	9.522435984054121e-07	1.2542932961088835e-08
ENSP00000359539	GOT1	8.108255092387978e-06	8.0776562270492e-05
ENSP00000359540	CREG1	2.2062929854842168e-06	1.8695667204529194e-05
ENSP00000359552	PKN2	2.374959111112685e-06	3.761856096455491e-06
ENSP00000359567	SOX3	2.9885496882159166e-05	3.3638306289044006e-05
ENSP00000359571	CXorf66	2.8086920807422266e-06	1.0426177642865805e-07
ENSP00000359575	LMO4	7.534026872467634e-06	5.130373995430317e-05
ENSP00000359581	HS2ST1	9.28049218569543e-06	1.6184441560394385e-05
ENSP00000359583	HPSE2	8.256866812908964e-06	1.635238584035392e-05
ENSP00000359603	COL24A1	9.554708272485055e-06	3.624352715346561e-05
ENSP00000359606	ZNHIT6	1.6838864927290387e-06	4.920765021578454e-07
ENSP00000359607	PYROXD2	2.9047533749979655e-06	9.766704676917144e-07
ENSP00000359612		5.7690791400752145e-06	5.062482588705262e-05
ENSP00000359629	CRTAC1	3.404057735264111e-06	1.3236077628820223e-06
ENSP00000359630	ADGRB3	1.4399097142477847e-06	2.388063928489161e-07
ENSP00000359645	RBMX	3.5711020063912905e-06	2.9758625048681354e-05
ENSP00000359663	CD40LG	2.026226125805763e-06	1.8207670999296464e-05
ENSP00000359665	PI4K2A	2.2382587920928533e-06	6.160726804749969e-06
ENSP00000359668	VGLL1	7.195943667862095e-06	2.8795660256705954e-06
ENSP00000359675	GNG5	2.231362604233515e-06	5.994546649077711e-05
ENSP00000359680	HOGA1	3.374244334577596e-06	1.413075746595071e-06
ENSP00000359682	BRS3	2.06814285317757e-06	1.323673485044818e-05
ENSP00000359685		2.231901380880975e-06	6.1813964344590895e-06
ENSP00000359688	RPF1	2.695606052230221e-06	2.156918510945548e-06
ENSP00000359698	UBTD1	1.1603724542343206e-06	2.090308330459401e-07
ENSP00000359699	DNASE2B	1.214103541563864e-06	1.2070976262284944e-07
ENSP00000359719	PRKACB	2.1976522671601277e-06	9.062414963327226e-05
ENSP00000359727	BAG2	4.124966652205796e-06	2.092184210098417e-05
ENSP00000359740	ZNF451	3.0587240438540672e-06	1.2148054697545988e-06
ENSP00000359788	INTS6L	2.3700911693714523e-06	4.2736888368352035e-07
ENSP00000359793	PTGFR	2.067778810294267e-06	1.3210959815906652e-05
ENSP00000359795	GIPC2	2.1351899640763786e-06	1.4256081825409506e-07
ENSP00000359799	DNAJB4	7.2105809321868105e-06	2.4639530709253825e-05
ENSP00000359802	ZNF75D	5.38493429746731e-06	2.086778088536165e-06
ENSP00000359804	FUBP1	0.0002564220638409249	0.001493217783322038
ENSP00000359829	USP33	2.719858600821021e-06	7.5066955885334784e-06
ENSP00000359837	ZZZ3	2.537609217738687e-06	1.353475507017726e-06
ENSP00000359848	PIGK	1.4758842961359256e-06	7.298565316831104e-07
ENSP00000359859	MTG2	9.57262079987166e-07	3.3264015800808896e-09
ENSP00000359864	GPC4	1.03726167084347e-05	9.451795594853882e-05
ENSP00000359866	BMP5	0.0002132796725064328	0.0016077814507260886
ENSP00000359871	ACADM	3.7373748025887818e-06	2.2598835994974814e-05
ENSP00000359904	TYW3	6.333088070600841e-07	3.591068057780313e-08
ENSP00000359910	PSMA7	2.4612191422330137e-06	6.059260202713744e-05
ENSP00000359925	LRRC1	1.258721425291967e-06	1.8204850909046525e-07
ENSP00000359935	FPGT	1.8998264882634435e-06	7.09722070906663e-07
ENSP00000359939	EXOSC1	2.714507174157474e-06	4.0769816408560556e-05
ENSP00000359940	IGSF1	7.843098158954275e-06	1.353052273703557e-06
ENSP00000359956	ELOVL5	5.5627957078251195e-06	1.6101061406363685e-06
ENSP00000359958	ZRANB2	2.3073207587990765e-06	5.6483495731608125e-06
ENSP00000359976	CTH	3.477040066718531e-06	5.652286533865904e-06
ENSP00000359988	SRSF11	3.2133271679800215e-06	3.275808520568971e-05
ENSP00000359990	LRRC40	7.916706060851699e-07	1.6535905650559702e-07
ENSP00000359991	PGAM1	2.246829184178511e-06	2.4056498771057456e-06
ENSP00000360002	GSTA4	4.354082816360634e-06	4.956936666760736e-06
ENSP00000360020	DIRAS3	7.3162756331832596e-06	3.7243107162645826e-06
ENSP00000360021	GNG12	2.1841663401528755e-06	5.868371062908356e-05
ENSP00000360025	GADD45A	2.1237322826944896e-06	9.590112079456616e-06
ENSP00000360028	GSTA5	5.701134463775328e-06	1.708866612042807e-05
ENSP00000360034	SERBP1	2.9878617320562403e-06	8.541925110194316e-06
ENSP00000360035	PPP1R3D	3.3979190922319662e-06	8.893189849744238e-06
ENSP00000360054	PHACTR3	1.4383091805425696e-06	3.699772263415497e-07
ENSP00000360058	FRAT2	2.3477562535339173e-06	1.0025244545188642e-05
ENSP00000360060	FRAT1	2.307923360067807e-06	1.0312653906299873e-05
ENSP00000360065	DNAI4	1.7146639301572005e-06	1.7517226527279788e-07
ENSP00000360076	SGIP1	2.580714732037549e-06	3.274487321724123e-05
ENSP00000360107	EFHC1	1.3369735602274657e-06	1.9445448961071872e-07
ENSP00000360108	DNAJC6	2.6542082535259546e-06	3.277866851548929e-05
ENSP00000360112	RAVER2	1.571077818466715e-06	1.0360766322253238e-07
ENSP00000360116	UBE2U	1.954750927034515e-06	1.2394014437621388e-05
ENSP00000360120	ROR1	3.17864382802737e-06	4.458363715857387e-06
ENSP00000360124	PGM1	2.0588558339004855e-06	1.4660769224787144e-05
ENSP00000360129	EFCAB7	3.070721570984697e-06	2.27618839877465e-06
ENSP00000360133	ITGB3BP	1.5723755868397226e-06	1.8266953030328673e-05
ENSP00000360138	LCOR	3.6394267485347415e-06	9.361551136147103e-07
ENSP00000360141	GNAS	1.989865518475746e-05	0.0018146067185105424
ENSP00000360147	XPNPEP2	1.5177838976795924e-06	1.2366176499760118e-05
ENSP00000360149		1.069662441987106e-06	1.37191877329425e-07
ENSP00000360154	OCRL	2.42266040252815e-06	3.821357229787836e-05
ENSP00000360157	FOXD3	3.153411359831738e-05	3.0568616355614594e-05
ENSP00000360158	PKHD1	8.486067496473738e-07	8.382049338288153e-08
ENSP00000360162	SMARCA1	1.958496059819538e-05	8.36560428541793e-05
ENSP00000360170	ANGPTL3	2.9703132011113417e-06	3.116509150822898e-06
ENSP00000360181	SH2D1A	5.051517435696437e-06	6.754790835723734e-06
ENSP00000360183	STX16	3.3117349699416975e-06	2.3360772529121735e-05
ENSP00000360190	DEFB110	9.480285172806837e-07	1.2264861603954044e-07
ENSP00000360195	KANK4	2.2530091457972205e-06	8.123011453910698e-07
ENSP00000360200	PATJ	1.1314117422456346e-05	3.679835404144378e-05
ENSP00000360215	ZBP1	2.299017459625213e-06	8.55954416634832e-06
ENSP00000360216	DNTT	3.99189762089639e-06	3.131875777339762e-06
ENSP00000360217	RHAG	2.1629760484833227e-06	7.422280346118338e-07
ENSP00000360231	NFIA	9.636554666903147e-06	5.50456367064569e-05
ENSP00000360242	XIAP	3.2391787494616534e-06	4.8997236617338216e-05
ENSP00000360247	CYP2J2	7.173975454562298e-06	2.0809194179826004e-05
ENSP00000360250	ENTPD1	7.886135442346272e-06	5.522248450868242e-05
ENSP00000360252	HOOK1	0.00020062569426428022	0.00021487191165188224
ENSP00000360255	OPN5	1.925077747221337e-06	7.079440657969196e-07
ENSP00000360266	JUN	9.892644425540497e-06	0.0014908985456266086
ENSP00000360268	ALDH18A1	3.936674520311126e-06	1.7919741205369504e-06
ENSP00000360269	TACSTD2	1.8699347512839496e-06	4.018854876643808e-07
ENSP00000360270	OMA1	1.5097514782154099e-06	1.520171002658211e-07
ENSP00000360280	DAB1	7.747813513946305e-06	5.150332740392558e-05
ENSP00000360281	C8B	8.615865910257139e-06	2.685304754079416e-05
ENSP00000360290	PRKAA2	3.51116470823784e-06	3.904670855288734e-05
ENSP00000360293	SORBS1	6.629090987481082e-06	3.453945129540057e-05
ENSP00000360296	PLPP3	1.4648506350870078e-06	1.8564967826949998e-06
ENSP00000360305	PDLIM1	1.4589867747827554e-06	5.020894838255126e-07
ENSP00000360310	SPO11	2.7974588147925723e-06	1.1079879946395478e-05
ENSP00000360312		7.719004010273788e-07	2.1219250778833007e-08
ENSP00000360316	DHCR24	1.8369017679025328e-06	1.3979914984387295e-06
ENSP00000360317	CYP2C8	6.0407928306611844e-05	0.001590411096525671
ENSP00000360327	PARS2	1.919370127740339e-06	1.2989298367664833e-07
ENSP00000360329	TTC4	2.142499765864128e-06	8.571582178914431e-06
ENSP00000360365	MCTS1	1.3211383148785684e-06	2.1579780969741103e-08
ENSP00000360371		2.1992748611967093e-05	5.171046732716682e-05
ENSP00000360372	CYP2C19	6.443394962932475e-06	2.196562783085933e-05
ENSP00000360412	NOC3L	5.911971206042344e-06	2.2274365136655023e-05
ENSP00000360423	CACNA1B	2.9393866594949334e-06	1.3475176732742668e-05
ENSP00000360425	RCAN2	1.7126941778243395e-06	8.119259659650718e-07
ENSP00000360431	PLCE1	1.633596574676746e-06	7.272418246194622e-06
ENSP00000360464	NKAP	2.148267119123398e-06	1.2270067821905213e-06
ENSP00000360472	LGI1	2.359163603297863e-06	1.1480075254514657e-06
ENSP00000360473	PFDN4	3.4094213490803637e-06	1.4383854155178305e-05
ENSP00000360475	ARRDC1	1.6865958117050806e-06	5.613061928393689e-07
ENSP00000360483	NDC1	2.7219136001095035e-06	1.9563865009820515e-05
ENSP00000360485	AKAP14	2.0078670761440323e-06	3.755652106851192e-06
ENSP00000360488	FRA10AC1	1.1674447752221288e-06	8.088044953524005e-08
ENSP00000360492	NDUFA1	4.61911161656297e-06	3.982859427715827e-06
ENSP00000360493	RUNX2	3.7299226871641388e-06	1.9831164392832006e-05
ENSP00000360497	RNF113A	2.2056088826222253e-06	1.1039799031043984e-07
ENSP00000360498	MRPL41	1.935595341032677e-06	7.39395417902249e-07
ENSP00000360502	PDE6C	1.805513701789656e-06	1.871921617905595e-06
ENSP00000360515	SUPT3H	3.1505209916457167e-06	1.6379699355107513e-05
ENSP00000360522	RBP4	2.1117695088419005e-06	4.954329369418009e-07
ENSP00000360525	MAGOH	2.8825723222715887e-06	2.8118802292568895e-05
ENSP00000360526	ZNF217	1.772796868411966e-06	1.1031490930369302e-05
ENSP00000360532	CDC5L	2.813749166098971e-06	0.00018228497805454052
ENSP00000360538	FFAR4	2.067778810294269e-06	1.3210959815906652e-05
ENSP00000360540	CEP55	1.4601350288165646e-06	6.610881219646117e-07
ENSP00000360541	CPT2	4.7535626760005195e-06	1.525604430800396e-05
ENSP00000360561	ENTPD8	6.8664665447407845e-06	5.103054230750568e-05
ENSP00000360569	SCP2	2.5439794155199233e-06	1.3216076355264036e-05
ENSP00000360576	NDOR1	7.70152412025656e-06	1.1208390610684753e-05
ENSP00000360583	ZYG11A	1.4726358968976795e-06	5.481517133265575e-08
ENSP00000360593	COA7	1.81455677829499e-06	5.155097630863476e-07
ENSP00000360597	LRRC26	2.418903274431586e-06	3.108736759174815e-07
ENSP00000360608	GRIN1	3.185879640673361e-06	3.07456684256164e-05
ENSP00000360609	HSP90AB1	2.6440537013291553e-05	0.0017630844930238468
ENSP00000360613	UBE2A	1.908626808347454e-06	1.7335263065739357e-05
ENSP00000360623	ORC1	2.692827191119004e-06	4.606738216828286e-05
ENSP00000360626	KCNG1	2.387186217527055e-06	5.22134733872114e-07
ENSP00000360635	DPP7	2.2281331307582957e-06	1.8738410150460442e-05
ENSP00000360644	DPM1	8.635376044938476e-07	3.933387857174077e-07
ENSP00000360645	MAN1B1	4.32693268738939e-06	1.3313828227250564e-06
ENSP00000360660	NPDC1	1.4104188986129908e-06	3.3956153832588637e-07
ENSP00000360664	BTF3L4	0.00010831463739813706	0.00011549467062822372
ENSP00000360671	SLC25A5	2.4539103274035187e-06	4.8830149960371156e-06
ENSP00000360672	PARD6B	3.902195499733532e-06	1.8257839586079457e-05
ENSP00000360682	PAXX	7.375281647736746e-06	3.0662208472626286e-05
ENSP00000360683	PTPN1	2.5302174609364184e-06	4.225983821929335e-05
ENSP00000360687	PTGDS	2.3621799812919207e-06	8.759172384146256e-07
ENSP00000360688	TXNDC12	2.3014335877270855e-06	1.2484276626581187e-06
ENSP00000360689	TNKS2	2.3129405903531776e-06	1.7571105971663128e-05
ENSP00000360715	PEDS1	1.177736719702235e-05	4.1769721092686445e-06
ENSP00000360718	RAB3B	2.0987211797961747e-06	2.9634528305941033e-06
ENSP00000360730	IL13RA1	5.667259693513315e-06	1.7076342070382583e-05
ENSP00000360761	AGPAT2	1.732897769426506e-06	1.1224811380615537e-05
ENSP00000360762	ANKRD1	3.833209021793158e-06	1.2395330099770922e-05
ENSP00000360764	EGFL7	2.4862256680079587e-06	6.953961791397654e-07
ENSP00000360776	B4GALT5	2.2902658880815364e-05	4.793134013036016e-05
ENSP00000360777	INPP5E	1.8132158473225464e-06	6.706654626535097e-06
ENSP00000360782	PMPCA	3.3987449819908585e-06	6.037508209620342e-06
ENSP00000360793	KIF20B	2.6275391822088265e-06	1.1148979001022201e-05
ENSP00000360797	CARD9	2.615855879863526e-06	5.735649448592021e-06
ENSP00000360798	EPS15	1.892597882720204e-05	0.0013441423406657807
ENSP00000360803	DNLZ	1.8597576734061549e-06	1.9399656689215728e-07
ENSP00000360806	KCNB1	2.0335457453329745e-06	7.906399173307507e-06
ENSP00000360811	LHX3	2.105633685944486e-05	3.8188615604777035e-05
ENSP00000360821	UBAC1	1.9628916640350343e-06	1.2504790299170042e-05
ENSP00000360850	MRPS2	2.8614933528554318e-06	3.1257051350277114e-05
ENSP00000360869	IFIT1	2.5845159158596358e-06	1.5593158845519435e-05
ENSP00000360871	FCN1	2.167006331929932e-06	6.345923306888871e-07
ENSP00000360874	IFIT1B	8.820942279647594e-06	5.619882883890436e-06
ENSP00000360882	COL5A1	8.575541175617968e-06	3.698769417411461e-05
ENSP00000360883	IFIT3	2.889859382007711e-06	1.278217877606095e-05
ENSP00000360891	IFIT2	6.782655265401083e-06	6.39983616830863e-05
ENSP00000360916	VAV2	3.5935768537046742e-06	7.157847623342018e-05
ENSP00000360918	CH25H	1.8750011967116444e-06	4.63068555033997e-07
ENSP00000360922	STAU1	2.686314228553927e-06	2.5135035562416872e-06
ENSP00000360938	SARDH	2.5453206215937482e-06	1.1069090808081705e-06
ENSP00000360939	CMPK1	3.816890332697841e-06	1.4923412000667304e-06
ENSP00000360944	STIL	0.0005823741123069737	0.001701249999579223
ENSP00000360958	CYP4A22	2.5048814644282332e-06	2.2619615130582838e-07
ENSP00000360973	AGTR2	2.203312225817617e-06	1.705561238950253e-05
ENSP00000360985	ARFGEF2	3.690690348512524e-06	1.3132904678219776e-05
ENSP00000360988	LUZP4	3.2465183703134345e-06	1.4672182911361392e-05
ENSP00000360994	STAMBPL1	2.4279160168338524e-06	3.3041662094842934e-06
ENSP00000360997	ADAMTS13	2.762149466828703e-06	1.0714620368395267e-06
ENSP00000361004	IL13RA2	5.985738358277661e-06	5.789080460395291e-06
ENSP00000361009	PREX1	3.595065446727734e-06	1.3458235353649256e-05
ENSP00000361010	REXO4	4.144719416958192e-06	2.0733450619276103e-06
ENSP00000361014	MKNK1	2.439045852009303e-06	4.2229841678249854e-06
ENSP00000361021	PTEN	1.7236030122325853e-05	0.0016230007588643486
ENSP00000361025	STKLD1	3.846959435939552e-06	7.716754009404667e-07
ENSP00000361027	AMOT	2.140868764835068e-05	6.62350495986914e-05
ENSP00000361032	SURF2	1.5353762811669553e-06	1.2074194860539642e-07
ENSP00000361042	SURF1	3.900535415194459e-06	1.053920499228592e-06
ENSP00000361043	RAD54L	4.190336721946947e-06	1.6420135244614388e-06
ENSP00000361057	SURF4	2.001534368243974e-06	1.1202009211190696e-05
ENSP00000361060	POMGNT1	5.628597497001046e-06	2.0284495181161526e-06
ENSP00000361064	MINPP1	1.8453318245597492e-06	2.212956795572412e-06
ENSP00000361066	NCOA3	5.3192064278553105e-06	0.0002360019430631737
ENSP00000361076	RPL7A	2.9660066525239357e-06	2.2614130364359198e-05
ENSP00000361083	ADIRF	1.4223780135841904e-05	6.292722745287544e-06
ENSP00000361084	MRPL14	1.960006061848118e-06	9.96187239676739e-07
ENSP00000361087	SNCG	6.277056734762625e-06	4.556963505838696e-06
ENSP00000361092	SURF6	3.6798251968132107e-06	9.035605302614856e-06
ENSP00000361107	BMPR1A	7.119027809008561e-05	0.001715592917098245
ENSP00000361110	GBGT1	4.770275121563585e-06	3.360005989466395e-07
ENSP00000361112	CHRDL1	3.0176458989499716e-06	2.749577280440573e-05
ENSP00000361120	RALGDS	7.707275162183724e-05	0.0011830383157339743
ENSP00000361140	AKR1A1	7.334362041321122e-06	2.087509843108527e-05
ENSP00000361141	OPN4	2.0484361773045575e-06	1.3168559303015645e-05
ENSP00000361151	CEL	3.6991515340099618e-06	5.690113777303832e-06
ENSP00000361158	TESK2	4.111580871828736e-06	1.1732119611015179e-06
ENSP00000361162	TOE1	1.778695004463028e-06	1.7879828486872396e-07
ENSP00000361170	MUTYH	0.0005734535841950797	0.0016865417735228289
ENSP00000361173	KCNE5	3.6259155486904898e-06	4.026285699255885e-06
ENSP00000361177	LRIT1	1.1213818278688402e-06	7.525534426240052e-08
ENSP00000361180	GTF3C5	4.255177152417607e-06	1.9919213981264745e-05
ENSP00000361186	TP53RK	1.8998092791446776e-06	1.9926229456432083e-06
ENSP00000361202	IRS4	9.350240534271255e-05	0.0014751891199029795
ENSP00000361206	MRPS18A	1.9744030044770587e-06	9.430325187658794e-07
ENSP00000361207	GHITM	3.017542449023697e-06	1.9688605354613234e-07
ENSP00000361214	NRG3	5.085629646329112e-06	4.470400588737805e-05
ENSP00000361219	GTF3C4	3.996229195458456e-06	8.941607327001094e-06
ENSP00000361232	DDX31	4.379923796036287e-06	3.6508024709714355e-06
ENSP00000361238	RSPH9	5.514380084324623e-06	5.753404954367845e-06
ENSP00000361245	HECTD3	1.9713723483175526e-06	1.2478376100134185e-05
ENSP00000361263	RAPGEF1	2.848998326345008e-06	1.6610331372902234e-05
ENSP00000361266	PTCH2	1.7144032616410082e-05	6.729046508231916e-05
ENSP00000361272	DYDC2	2.2022803128939508e-06	1.031557652406551e-07
ENSP00000361275	PLK3	1.6376098387138525e-05	7.663368278658723e-05
ENSP00000361281	BEST4	1.4953607787086027e-06	2.0857604592791293e-07
ENSP00000361285	UCK1	6.524578701935693e-06	7.875593696904181e-06
ENSP00000361287	MAT1A	5.061899110407126e-06	1.0867259065329386e-05
