id	name	RWR	RWR + Curv	RWR + Prior(uKIN)	RWR + Prior(uKIN, Curv)	RWR + Prior(uKIN) + Curv	RWR + Prior(uKIN, Curv) + Curv	RWR + Prior(RWR)	RWR + Prior(RWR, Curv)	RWR + Prior(RWR) + Curv	RWR + Prior(RWR, Curv) + Curv
ENSP00000258874	MTHFS	5.464023660994556	5.5938141597996855	4.563724308718793	4.044475199833754	4.6671453755394845	4.129741799533052	2.2517805875200083	2.2540610831007606	2.255394315859617	2.2577375816721688
ENSP00000258886	IREB2	4.882065040292036	4.3890381504178935	5.08055309254831	4.617820085006376	4.653930239486992	4.330601965829948	2.7894189354469607	2.6084606215512856	2.769666020550096	2.609081751201008
ENSP00000258962	SRSF1	37.07484762456801	36.8840557169446	38.45872409018384	38.85745264023266	38.25276458673786	38.69011592764934	35.6820217061682	36.39209977143731	39.32516757911381	38.92062602952395
ENSP00000258975	TACO1	7.427819634956362	7.513865921649537	6.524776175956446	6.135465366274009	6.584939981630512	6.182017807130566	5.126292872288856	5.121693012653206	5.132266809064907	5.127508335316725
ENSP00000259008	BRIP1	23.131548029964936	24.499377591034182	28.37585434337628	33.010747407411095	29.88743048804328	34.55512632136849	80.31272827755045	78.75451206699157	80.53158259598187	82.1484954250989
ENSP00000259021	KAT7	8.714448120226262	9.199534339155992	12.628814287058702	14.979601729068323	13.331938260177298	15.757838625017301	15.11825967615895	16.168365487463642	16.9672390402801	17.560734164888174
ENSP00000259030	RTP4	160.18426059219175	179.22868548987057	140.81576126185217	85.1342819325029	168.08748333568857	125.89680456444451	13.603298041297242	12.66911838515305	26.055766658754095	23.80136104711746
ENSP00000259037	NDUFB5	16.268593996564846	16.715402041924268	15.076175198566014	14.122214156795398	15.561305955296834	14.628166233278034	5.420768936911972	5.4738254918265135	5.598641164081343	5.65260749993993
ENSP00000259056	GALNT5	8.323253492221127	8.35630183034959	8.104796856729594	7.94879957525662	8.162049865178902	8.022000073763811	5.3068285981173196	5.317036779197409	5.373947415738233	5.379173987203072
ENSP00000259089	BLK	15.246752752587103	16.049754102036182	17.668374604136975	19.873612892072366	18.588694091820532	20.84785749884283	17.181191830751505	19.684246887409	19.577889865805755	21.54530090083027
ENSP00000259154	KCTD3	10.028349355728649	10.558740207896033	6.643803059634847	5.457855148388233	6.921536896167898	5.614160418186098	4.283837494215696	4.322123669838933	4.287319843774557	4.326627131277735
ENSP00000259199	CBWD2	9.95621450048863	10.175549598342249	8.285953903061767	7.8099094651708745	8.410505701099622	7.902521552861942	6.4261719686957735	6.468130738284062	6.438700948597972	6.482577799570272
ENSP00000259205	IL36G	6.74099218590104	6.851036832145893	4.867955872257682	4.195297773732063	4.930977128519324	4.236597971367349	2.9260086902847724	2.948676230642818	2.9304211545205785	2.953761572427871
ENSP00000259206	IL1RN	6.457730514125367	6.88418584794999	6.249968386825249	5.999645256662695	6.657914425034824	6.376456469115589	3.3334259377858304	3.375754526924668	3.382700030961965	3.419645132079434
ENSP00000259211	IL36A	6.586159936115367	6.696216557838421	4.709869020674828	4.035112133506402	4.7729075319167364	4.076431605984001	2.7581689577421504	2.7810595356157592	2.762599645850326	2.7861633065535325
ENSP00000259213	IL36B	5.2500939177485035	5.360253877306515	3.345718653791744	2.6528510681785744	3.408906060323963	2.6943368655778857	1.309859813539973	1.3346750088352086	1.314447757624422	1.3399378071379562
